Fecha, Edad, Rol, Calle, Zona, Tipo de resultado, Tipo de siniestro, Usa cinturón, Usa casco, Día de la semana, Sexo, Hora, Departamento, Localidad, Tipo de Vehiculo, fixed, X, Y 
16/4/2020, 63, CONDUCTOR, AVENIDA ITALIA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, JUEVES, FEMENINO, 12, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 580140, 6139125 
16/4/2020, 29, CONDUCTOR, AVENIDA ITALIA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, JUEVES, MASCULINO, 12, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 580140, 6139125 
16/4/2020, 23, CONDUCTOR, AVENIDA DOCTOR LUIS ALBERTO DE HERRERA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, JUEVES, FEMENINO, 13, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 578195, 6138380 
16/4/2020, 30, CONDUCTOR, AVENIDA DOCTOR LUIS ALBERTO DE HERRERA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 13, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 578195, 6138380 
16/4/2020, 31, CONDUCTOR, VEINTICINCO DE MAYO, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, JUEVES, MASCULINO, 14, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 572840, 6137215 
16/4/2020, 43, CONDUCTOR, VEINTICINCO DE MAYO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, JUEVES, MASCULINO, 14, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 572840, 6137215 
16/4/2020, 39, CONDUCTOR, RAMBLA EDISON, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 15, MONTEVIDEO, MONTEVIDEO, CAMION, 1, 573050, 6139760 
16/4/2020, 47, CONDUCTOR, RAMBLA EDISON, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 15, MONTEVIDEO, MONTEVIDEO, CAMION, 1, 573050, 6139760 
16/4/2020, 35, CONDUCTOR, AVENIDA JOSE BELLONI, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, FEMENINO, 16, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 578780, 6147255 
16/4/2020, 45, CONDUCTOR, AVENIDA JOSE BELLONI, URBANA    , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, JUEVES, FEMENINO, 16, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 578780, 6147255 
16/4/2020, 25, CONDUCTOR, AVENIDA JOSE BELLONI, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, JUEVES, MASCULINO, 17, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 579130, 6143545 
16/4/2020, 32, PASAJERO, AVENIDA JOSE BELLONI, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, JUEVES, MASCULINO, 17, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 579130, 6143545 
16/4/2020, 62, CONDUCTOR, AVENIDA JOSE BELLONI, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 17, MONTEVIDEO, MONTEVIDEO, CAMION, 1, 579130, 6143545 
16/4/2020, 37, CONDUCTOR, MONES ROSES, URBANA    , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, JUEVES, MASCULINO, 17, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 585665, 6139735 
16/4/2020, 56, CONDUCTOR, MONES ROSES, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 17, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 585665, 6139735 
16/4/2020, 43, CONDUCTOR, MESSINA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 18, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 583580, 6139660 
16/4/2020, 45, CONDUCTOR, MESSINA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 18, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 583580, 6139660 
16/4/2020, 55, CONDUCTOR, MESSINA, URBANA    , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 18, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 583580, 6139660 
16/4/2020, 31, PASAJERO, MARCELINO SOSA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, FEMENINO, 17, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 574335, 6139135 
16/4/2020, 28, CONDUCTOR, MARCELINO SOSA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 17, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 574335, 6139135 
16/4/2020, 61, CONDUCTOR, MARCELINO SOSA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 17, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 574335, 6139135 
16/4/2020, 21, CONDUCTOR, CAMINO CORONEL RAIZ, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, JUEVES, MASCULINO, 22, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 573115, 6145990 
16/4/2020, 30, CONDUCTOR, YAGUARON, URBANA    , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, JUEVES, MASCULINO, 20, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 574235, 6138240 
16/4/2020, 50, CONDUCTOR, YAGUARON, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 20, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 574235, 6138240 
16/4/2020, 31, CONDUCTOR, BOULEVARD GENERAL ARTIGAS, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, JUEVES, MASCULINO, 23, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 576270, 6138535 
16/4/2020, 33, CONDUCTOR, BOULEVARD GENERAL ARTIGAS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, JUEVES, MASCULINO, 23, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 576270, 6138535 
17/4/2020, 38, CONDUCTOR, CAMINO AMERICA, SUBURBANA , HERIDO LEVE, DESPISTE, SIN DATOS, NO USA CASCO, VIERNES, MASCULINO, 3, MONTEVIDEO, SIN DATOS, MOTO, 1, 573805, 6155910 
17/4/2020, 41, CONDUCTOR, CNO. A LA CUCHILLA PEREIRA, SUBURBANA , HERIDO LEVE, DESPISTE, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 4, MONTEVIDEO, SIN DATOS, AUTO, 1, 574990, 6154990 
17/4/2020, 49, CONDUCTOR, AVENIDA DOCTOR SANTIN CARLOS ROSSI, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, USA CASCO, VIERNES, MASCULINO, 4, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 568230, 6141295 
17/4/2020, 62, CONDUCTOR, JOSE ANTONIO CABRERA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 3, MONTEVIDEO, MONTEVIDEO, CAMION, 1, 579240, 6140820 
17/4/2020, 57, CONDUCTOR, AVENIDA BURGUES, URBANA    , HERIDO LEVE, ATROPELLO DE ANIMALES, SIN DATOS, USA CASCO, VIERNES, MASCULINO, 8, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 575340, 6143525 
17/4/2020, 29, PASAJERO, AVENIDA MILLAN, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 9, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 574260, 6140375 
17/4/2020, 43, PASAJERO, AVENIDA MILLAN, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 9, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 574260, 6140375 
17/4/2020, 50, CONDUCTOR, AVENIDA MILLAN, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, VIERNES, MASCULINO, 9, MONTEVIDEO, MONTEVIDEO, BICICLETA, 1, 574260, 6140375 
17/4/2020, 63, CONDUCTOR, AVENIDA MILLAN, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 9, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 574260, 6140375 
17/4/2020, 18, PEATÓN, AVENIDA ACROPOLIS, URBANA    , HERIDO LEVE, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 11, MONTEVIDEO, MONTEVIDEO, SIN DATOS, 1, 579015, 6143885 
17/4/2020, 36, CONDUCTOR, AVENIDA ACROPOLIS, URBANA    , ILESO, ATROPELLO DE PEATÓN, SIN DATOS, NO USA CASCO, VIERNES, MASCULINO, 11, MONTEVIDEO, MONTEVIDEO, BICICLETA, 1, 579015, 6143885 
17/4/2020, 34, CONDUCTOR, AVENIDA DON PEDRO DE MENDOZA, URBANA    , ILESO, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 11, MONTEVIDEO, SIN DATOS, AUTO, 1, 576365, 6149655 
17/4/2020, 48, CONDUCTOR, RAMBLA ARMENIA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 11, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 579230, 6137135 
17/4/2020, 39, CONDUCTOR, RAMBLA ARMENIA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, MASCULINO, 11, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 579230, 6137135 
17/4/2020, 34, CONDUCTOR, VEINTISEIS DE MARZO, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, MASCULINO, 12, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 577660, 6136585 
17/4/2020, 60, CONDUCTOR, VEINTISEIS DE MARZO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 12, MONTEVIDEO, MONTEVIDEO, SIN DATOS, 1, 577660, 6136585 
17/4/2020, 21, PASAJERO, MARMARAJA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 12, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 574040, 6139125 
17/4/2020, 26, CONDUCTOR, MARMARAJA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, VIERNES, MASCULINO, 12, MONTEVIDEO, MONTEVIDEO, BICICLETA, 1, 574040, 6139125 
17/4/2020, 29, CONDUCTOR, MARMARAJA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 12, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 574040, 6139125 
17/4/2020, 20, CONDUCTOR, AVENIDA ITALIA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, VIERNES, MASCULINO, 15, MONTEVIDEO, MONTEVIDEO, BICICLETA, 1, 581645, 6139240 
17/4/2020, 67, CONDUCTOR, AVENIDA ITALIA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 15, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 581645, 6139240 
17/4/2020, 24, PEATÓN, AVENIDA GENERAL EUGENIO GARZON, SUBURBANA , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 8, MONTEVIDEO, MONTEVIDEO, SIN DATOS, 1, 571155, 6144595 
17/4/2020, 46, CONDUCTOR, AVENIDA GENERAL EUGENIO GARZON, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 8, MONTEVIDEO, MONTEVIDEO, OMNIBUS, 1, 571155, 6144595 
17/4/2020, 60, CONDUCTOR, AVENIDA GENERAL EUGENIO GARZON, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 8, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 571155, 6144595 
17/4/2020, 29, CONDUCTOR, AVENIDA JOSE PEDRO VARELA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 12, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 576715, 6141335 
17/4/2020, 38, CONDUCTOR, AVENIDA JOSE PEDRO VARELA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, VIERNES, FEMENINO, 12, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 576715, 6141335 
17/4/2020, 49, CONDUCTOR, SIN DATOS, SUBURBANA , HERIDO LEVE, CAÍDA, SIN DATOS, USA CASCO, VIERNES, MASCULINO, 17, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 568080, 6142165 
17/4/2020, 33, CONDUCTOR, TABOBA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 16, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 580470, 6139290 
17/4/2020, 53, CONDUCTOR, TABOBA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 16, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 580470, 6139290 
17/4/2020, 34, CONDUCTOR, RAMOS, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, MASCULINO, 18, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 580040, 6138260 
17/4/2020, 54, CONDUCTOR, RAMOS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 18, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 580040, 6138260 
17/4/2020, 37, PASAJERO, SAN FRUCTUOSO, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, FEMENINO, 19, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 573415, 6139855 
17/4/2020, 30, CONDUCTOR, SAN FRUCTUOSO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 19, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 573415, 6139855 
17/4/2020, 42, CONDUCTOR, SAN FRUCTUOSO, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, VIERNES, MASCULINO, 19, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 573415, 6139855 
17/4/2020, 6, PASAJERO, LANUS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 21, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 570425, 6148310 
17/4/2020, 25, CONDUCTOR, LANUS, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 21, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 570425, 6148310 
17/4/2020, 25, PASAJERO, LANUS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 21, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 570425, 6148310 
17/4/2020, 31, CONDUCTOR, LANUS, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 21, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 570425, 6148310 
17/4/2020, 2, PASAJERO, LANUS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 21, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 570425, 6148310 
17/4/2020, 50, CONDUCTOR, AVENIDA JOSE PEDRO VARELA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 21, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 576510, 6141290 
17/4/2020, 23, CONDUCTOR, AVENIDA JOSE PEDRO VARELA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO, 21, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 576510, 6141290 
17/4/2020, 13, PEATÓN, PASAJE E, URBANA    , HERIDO GRAVE, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, VIERNES, FEMENINO, 19, MONTEVIDEO, MONTEVIDEO, SIN DATOS, 1, 582935, 6149070 
17/4/2020, SIN DATOS, CONDUCTOR, PASAJE E, URBANA    , ILESO, ATROPELLO DE PEATÓN, SIN DATOS, NO USA CASCO, VIERNES, MASCULINO, 19, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 582935, 6149070 
18/4/2020, 33, PASAJERO, RUTA CESAR MAYO GUTIERREZ, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, FEMENINO, 6, MONTEVIDEO, MONTEVIDEO, SIN DATOS, 1, 570960, 6149765 
18/4/2020, 49, CONDUCTOR, RUTA CESAR MAYO GUTIERREZ, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 6, MONTEVIDEO, MONTEVIDEO, OMNIBUS, 1, 570960, 6149765 
18/4/2020, 50, CONDUCTOR, RUTA CESAR MAYO GUTIERREZ, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 6, MONTEVIDEO, MONTEVIDEO, SIN DATOS, 1, 570960, 6149765 
18/4/2020, 34, CONDUCTOR, AVENIDA DOCTOR JIMENEZ DE ARECHAGA, SUBURBANA , HERIDO LEVE, ATROPELLO DE ANIMALES, SIN DATOS, USA CASCO, SÁBADO, MASCULINO, 9, MONTEVIDEO, MONTEVIDEO, BICICLETA, 1, 580410, 6143910 
18/4/2020, 20, CONDUCTOR, AVENIDA JOSE PEDRO VARELA, URBANA    , ILESO, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 6, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 577285, 6141615 
18/4/2020, 36, PASAJERO, AVENIDA DAMASO ANTONIO LARRAÑAGA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, FEMENINO, 10, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 577765, 6142855 
18/4/2020, 32, CONDUCTOR, AVENIDA DAMASO ANTONIO LARRAÑAGA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, SÁBADO, MASCULINO, 10, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 577765, 6142855 
18/4/2020, 40, CONDUCTOR, AVENIDA DAMASO ANTONIO LARRAÑAGA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 10, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 577765, 6142855 
18/4/2020, 44, PASAJERO, AVENIDA GENERAL SAN MARTIN, URBANA    , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, SÁBADO, FEMENINO, 12, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 575210, 6142210 
18/4/2020, 35, CONDUCTOR, AVENIDA GENERAL SAN MARTIN, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 12, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 575210, 6142210 
18/4/2020, 48, CONDUCTOR, AVENIDA GENERAL SAN MARTIN, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, SÁBADO, MASCULINO, 12, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 575210, 6142210 
18/4/2020, 40, PASAJERO, AVENIDA GENERAL SAN MARTIN, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, SÁBADO, FEMENINO, 13, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 575725, 6143010 
18/4/2020, 23, CONDUCTOR, AVENIDA GENERAL SAN MARTIN, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, SÁBADO, MASCULINO, 13, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 575725, 6143010 
18/4/2020, 35, CONDUCTOR, AVENIDA GENERAL SAN MARTIN, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 13, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 575725, 6143010 
18/4/2020, 30, CONDUCTOR, SIMON BOLIVAR, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, FEMENINO, 16, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 576830, 6137380 
18/4/2020, 43, CONDUCTOR, SIMON BOLIVAR, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, SÁBADO, MASCULINO, 16, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 576830, 6137380 
18/4/2020, 21, CONDUCTOR, GRECIA, SUBURBANA , HERIDO LEVE, CAÍDA, SIN DATOS, NO USA CASCO, SÁBADO, FEMENINO, 17, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 568720, 6138780 
18/4/2020, 23, CONDUCTOR, DOCTOR VICENTE BASAGOITY, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, NO USA CASCO, SÁBADO, MASCULINO, 17, MONTEVIDEO, MONTEVIDEO, BICICLETA, 1, 570425, 6142805 
18/4/2020, 36, PASAJERO, AVENIDA JOSE PEDRO VARELA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 18, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 577630, 6141820 
18/4/2020, 40, CONDUCTOR, AVENIDA JOSE PEDRO VARELA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 18, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 577630, 6141820 
18/4/2020, 41, CONDUCTOR, AVENIDA JOSE PEDRO VARELA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 18, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 577630, 6141820 
18/4/2020, 59, PASAJERO, AVENIDA JOSE PEDRO VARELA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 18, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 577630, 6141820 
18/4/2020, 26, CONDUCTOR, SIN DATOS, SUBURBANA , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, SÁBADO, FEMENINO, 18, MONTEVIDEO, SIN DATOS, BICICLETA, 1, 580455, 6152565 
18/4/2020, 1, PASAJERO, SIN DATOS, SUBURBANA , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, SÁBADO, MASCULINO, 18, MONTEVIDEO, SIN DATOS, BICICLETA, 1, 580455, 6152565 
18/4/2020, 16, CONDUCTOR, SIN DATOS, SUBURBANA , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, SÁBADO, MASCULINO, 18, MONTEVIDEO, SIN DATOS, MOTO, 1, 580455, 6152565 
18/4/2020, 25, CONDUCTOR, AVENIDA JOSE BELLONI, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, SÁBADO, MASCULINO, 19, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 578630, 6146440 
18/4/2020, 35, CONDUCTOR, AVENIDA JOSE BELLONI, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 19, MONTEVIDEO, MONTEVIDEO, CAMION, 1, 578630, 6146440 
18/4/2020, 19, CONDUCTOR, DUNANT, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, SÁBADO, MASCULINO, 20, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 579890, 6146040 
18/4/2020, 52, CONDUCTOR, DUNANT, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, SÁBADO, MASCULINO, 20, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 579890, 6146040 
19/4/2020, 25, CONDUCTOR, AVENIDA GENERAL GARIBALDI, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, DOMINGO, FEMENINO, 11, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 574750, 6140490 
19/4/2020, 52, CONDUCTOR, AVENIDA GENERAL GARIBALDI, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, DOMINGO, MASCULINO, 11, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 574750, 6140490 
